observableId	simulationConditionId	measurement	time	observableParameters	noiseParameters
tumor_vol	vvDD	1585933.2654588148	0	scaling_1	sd_vol
tumor_vol	vvDD	2385949.2923317775	1	scaling_1	sd_vol
tumor_vol	vvDD	1428183.6263571084	2	scaling_1	sd_vol
tumor_vol	vvDD	1247898.3245265782	3	scaling_1	sd_vol
tumor_vol	vvDD	177454.34490783513	4	scaling_1	sd_vol
tumor_vol	ctrl	1225622.8464351073	0	scaling_1	sd_vol
tumor_vol	ctrl	1300773.8824542314	0	scaling_1	sd_vol
tumor_vol	ctrl	1432176.665347904	0	scaling_1	sd_vol
tumor_vol	ctrl	1939172.4026793316	0	scaling_1	sd_vol
tumor_vol	ctrl	2220836.7011967897	0	scaling_1	sd_vol
tumor_vol	ctrl	2308506.0429208204	0	scaling_1	sd_vol
tumor_vol	ctrl	3319347.743622102	0	scaling_1	sd_vol
tumor_vol	ctrl	3460159.614673592	0	scaling_1	sd_vol
tumor_vol	ctrl	4370894.458087273	0	scaling_1	sd_vol
tumor_vol	ctrl	4718280.426258802	0	scaling_1	sd_vol
tumor_vol	ctrl	1784693.0199503228	1	scaling_1	sd_vol
tumor_vol	ctrl	1136824.5769456923	1	scaling_1	sd_vol
tumor_vol	ctrl	1812839.171594821	1	scaling_1	sd_vol
tumor_vol	ctrl	3221180.9423893467	1	scaling_1	sd_vol
tumor_vol	ctrl	3390159.2432925776	1	scaling_1	sd_vol
tumor_vol	ctrl	2917007.490464598	1	scaling_1	sd_vol
tumor_vol	ctrl	4723390.534482449	1	scaling_1	sd_vol
tumor_vol	ctrl	4929964.631602488	1	scaling_1	sd_vol
tumor_vol	ctrl	3812696.2474832386	1	scaling_1	sd_vol
tumor_vol	ctrl	4817258.355781026	1	scaling_1	sd_vol
tumor_vol	ctrl	2278000.9673969746	2	scaling_1	sd_vol
tumor_vol	ctrl	1207656.354823403	2	scaling_1	sd_vol
tumor_vol	ctrl	1686445.1058886051	2	scaling_1	sd_vol
tumor_vol	ctrl	4390503.484485142	2	scaling_1	sd_vol
tumor_vol	ctrl	4005541.998304046	2	scaling_1	sd_vol
tumor_vol	ctrl	2708450.898396209	2	scaling_1	sd_vol
tumor_vol	ctrl	4916297.11992497	2	scaling_1	sd_vol
tumor_vol	ctrl	4766055.882508412	2	scaling_1	sd_vol
tumor_vol	ctrl	4916276.8417177275	2	scaling_1	sd_vol
tumor_vol	ctrl	5592250.879952386	2	scaling_1	sd_vol
tumor_vol	ctrl	2151627.1798980013	3	scaling_1	sd_vol
tumor_vol	ctrl	1550824.4558897093	3	scaling_1	sd_vol
tumor_vol	ctrl	1578930.051119737	3	scaling_1	sd_vol
tumor_vol	ctrl	3832284.995673873	3	scaling_1	sd_vol
tumor_vol	ctrl	4442557.642461695	3	scaling_1	sd_vol
tumor_vol	ctrl	3368052.938743629	3	scaling_1	sd_vol
tumor_vol	ctrl	5860247.666792326	3	scaling_1	sd_vol
tumor_vol	ctrl	5062198.820992865	3	scaling_1	sd_vol
tumor_vol	ctrl	4433128.276096635	3	scaling_1	sd_vol
tumor_vol	ctrl	6141952.521724254	3	scaling_1	sd_vol
tumor_vol	ctrl	2476078.4956848472	4	scaling_1	sd_vol
tumor_vol	ctrl	1462127.5774364844	4	scaling_1	sd_vol
tumor_vol	ctrl	1743812.15416117	4	scaling_1	sd_vol
tumor_vol	ctrl	5264575.329214908	4	scaling_1	sd_vol
tumor_vol	ctrl	4766968.401834071	4	scaling_1	sd_vol
tumor_vol	ctrl	3602196.590230234	4	scaling_1	sd_vol
tumor_vol	ctrl	5377281.605036363	4	scaling_1	sd_vol
tumor_vol	ctrl	5968736.07550855	4	scaling_1	sd_vol
tumor_vol	ctrl	5161278.141551271	4	scaling_1	sd_vol
tumor_vol	ctrl	6588397.532246955	4	scaling_1	sd_vol
